trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2908,False,"{'a': 0.002, 'e': 0.0029794993378873622}",25,11,29.142926481722576,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2909,False,"{'a': 0.002, 'e': 0.002973546294239581}",25,11,21.78373720309077,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2910,False,"{'a': 0.002, 'e': 0.002967605144780944}",25,8,32.35161951764175,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2911,False,"{'a': 0.002, 'e': 0.002961675865746843}",20,12,14.690288469290675,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2912,False,"{'a': 0.002, 'e': 0.002955758433420154}",30,24,10.826710254218632,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2913,False,"{'a': 0.002, 'e': 0.0029498528241311372}",20,15,7.212512827415441,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2914,False,"{'a': 0.002, 'e': 0.0029439590142573526}",25,2,35.5746679586062,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2915,False,"{'a': 0.002, 'e': 0.0029380769802235503}",30,20,16.188247006131775,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2916,False,"{'a': 0.002, 'e': 0.002932206698501586}",20,4,25.60326455539223,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2917,False,"{'a': 0.002, 'e': 0.002926348145610323}",25,0,42.724768233873434,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2918,False,"{'a': 0.002, 'e': 0.002920501298115547}",20,13,11.746952014458675,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2919,False,"{'a': 0.002, 'e': 0.002914666132629857}",25,3,36.7941205191375,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2920,False,"{'a': 0.002, 'e': 0.002908842625812584}",30,22,14.590502660517611,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2921,False,"{'a': 0.002, 'e': 0.0029030307543696904}",20,0,32.507257397159485,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2922,False,"{'a': 0.002, 'e': 0.002897230495053687}",25,0,38.2589720219527,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2923,False,"{'a': 0.002, 'e': 0.0028914418246635274}",20,16,7.813377312325373,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2924,False,"{'a': 0.002, 'e': 0.0028856647200445214}",25,6,30.58816818260091,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2925,False,"{'a': 0.002, 'e': 0.0028798991580882404}",20,15,9.584543285478155,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2926,False,"{'a': 0.002, 'e': 0.0028741451157324343}",25,16,19.138802116250435,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2927,False,"{'a': 0.002, 'e': 0.0028684025699609234}",30,14,29.750735209818394,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2928,False,"{'a': 0.002, 'e': 0.002862671497803517}",30,13,24.37445319462694,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2929,False,"{'a': 0.002, 'e': 0.002856951876335916}",25,0,45.26472551073627,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2930,False,"{'a': 0.002, 'e': 0.0028512436826796323}",20,5,19.160335919956687,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2931,False,"{'a': 0.002, 'e': 0.002845546894001881}",20,2,29.837635260311107,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2932,False,"{'a': 0.002, 'e': 0.0028398614875154993}",20,13,14.755139003264249,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2933,False,"{'a': 0.002, 'e': 0.002834187440478852}",20,14,10.701158915381809,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2934,False,"{'a': 0.002, 'e': 0.002828524730195748}",20,4,29.312597430935824,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2935,False,"{'a': 0.002, 'e': 0.0028228733340153363}",30,18,20.410254257849612,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2936,False,"{'a': 0.002, 'e': 0.002817233229332024}",35,13,38.970363134003,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2937,False,"{'a': 0.002, 'e': 0.002811604393585383}",35,15,33.35157461764663,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2938,False,"{'a': 0.002, 'e': 0.002805986804260068}",20,8,20.713420815319882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2939,False,"{'a': 0.002, 'e': 0.002800380438885711}",20,14,11.698809709104808,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2940,False,"{'a': 0.002, 'e': 0.0027947852750368437}",30,13,29.835277741797533,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2941,False,"{'a': 0.002, 'e': 0.0027892012903328006}",20,2,26.53870539426741,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2942,False,"{'a': 0.002, 'e': 0.0027836284624376396}",25,15,19.04733412597358,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2943,False,"{'a': 0.002, 'e': 0.0027780667690600405}",25,20,10.089744866748097,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2944,False,"{'a': 0.002, 'e': 0.002772516187953221}",30,10,35.3878495410226,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2945,False,"{'a': 0.002, 'e': 0.002766976696914851}",25,19,13.659057407320924,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2946,False,"{'a': 0.002, 'e': 0.0027614482737869546}",25,10,25.334689472864223,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2947,False,"{'a': 0.002, 'e': 0.002755930896455838}",25,12,23.925802506021608,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2948,False,"{'a': 0.002, 'e': 0.002750424542851982}",20,11,19.099379818267597,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2949,False,"{'a': 0.002, 'e': 0.0027449291909499643}",20,10,17.955884438392783,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2950,False,"{'a': 0.002, 'e': 0.0027394448187683684}",30,20,15.88241105216338,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2951,False,"{'a': 0.002, 'e': 0.002733971404369702}",25,10,27.778646228116365,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2952,False,"{'a': 0.002, 'e': 0.0027285089258602987}",25,14,16.308921253997383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2953,False,"{'a': 0.002, 'e': 0.002723057361390237}",20,10,19.652161935057258,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2954,False,"{'a': 0.002, 'e': 0.0027176166891532487}",25,15,22.506607843673173,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2955,False,"{'a': 0.002, 'e': 0.0027121868873866434}",25,7,36.51985504722503,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2956,False,"{'a': 0.002, 'e': 0.002706767934371204}",30,18,25.07566778159986,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2957,False,"{'a': 0.002, 'e': 0.0027013598084311106}",25,17,16.088725450452785,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2958,False,"{'a': 0.002, 'e': 0.0026959624879338505}",20,15,9.831585694769387,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2959,False,"{'a': 0.002, 'e': 0.0026905759512901393}",35,20,27.736682631024536,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2960,False,"{'a': 0.002, 'e': 0.0026852001769538205}",25,6,32.532277398545425,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2961,False,"{'a': 0.002, 'e': 0.00267983514342179}",20,12,14.284659187645497,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2962,False,"{'a': 0.002, 'e': 0.0026744808292339037}",25,15,17.481792482725233,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2963,False,"{'a': 0.002, 'e': 0.0026691372129729026}",25,4,35.18440888279132,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2964,False,"{'a': 0.002, 'e': 0.0026638042732643123}",20,0,23.638112421698672,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2965,False,"{'a': 0.002, 'e': 0.002658481988776367}",20,0,24.674467369053858,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2966,False,"{'a': 0.002, 'e': 0.002653170338219919}",30,10,39.55736107022841,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2967,False,"{'a': 0.002, 'e': 0.002647869300348364}",25,9,31.392830530598694,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2968,False,"{'a': 0.002, 'e': 0.0026425788539575406}",25,18,12.831370872701694,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2969,False,"{'a': 0.002, 'e': 0.0026372989778856567}",20,13,13.175856651967342,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2970,False,"{'a': 0.002, 'e': 0.0026320296510131984}",35,12,39.11335055691368,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2971,False,"{'a': 0.002, 'e': 0.0026267708522628554}",20,2,29.59854221347548,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2972,False,"{'a': 0.002, 'e': 0.0026215225605994243}",30,16,20.38805710217615,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2973,False,"{'a': 0.002, 'e': 0.0026162847550297305}",20,14,11.234342088156819,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2974,False,"{'a': 0.002, 'e': 0.0026110574146025432}",20,12,14.931333007556836,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2975,False,"{'a': 0.002, 'e': 0.0026058405184084983}",20,4,21.46969907192712,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2976,False,"{'a': 0.002, 'e': 0.0026006340455800013}",25,12,26.251494990575324,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2977,False,"{'a': 0.002, 'e': 0.0025954379752911537}",25,8,30.11769496702602,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2978,False,"{'a': 0.002, 'e': 0.002590252286757666}",20,7,18.34460788422577,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2979,False,"{'a': 0.002, 'e': 0.002585076959236781}",30,14,25.708820513699983,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2980,False,"{'a': 0.002, 'e': 0.00257991197202718}",25,18,12.872188900772334,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2981,False,"{'a': 0.002, 'e': 0.002574757304468907}",20,11,14.805206280808662,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2982,False,"{'a': 0.002, 'e': 0.0025696129359432823}",25,14,20.215498130320192,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2983,False,"{'a': 0.002, 'e': 0.0025644788458728304}",25,17,14.747704020986175,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2984,False,"{'a': 0.002, 'e': 0.0025593550137211806}",25,7,31.359778038090838,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2985,False,"{'a': 0.002, 'e': 0.0025542414189929983}",20,12,13.99465741877923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2986,False,"{'a': 0.002, 'e': 0.0025491380412338955}",20,16,9.421617963084211,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2987,False,"{'a': 0.002, 'e': 0.002544044860030359}",20,9,17.534998368094378,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2988,False,"{'a': 0.002, 'e': 0.0025389618550096544}",25,5,32.09957360975475,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2989,False,"{'a': 0.002, 'e': 0.002533889005839755}",25,8,29.29298434646978,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2990,False,"{'a': 0.002, 'e': 0.0025288262922292556}",20,9,19.62595714853609,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2991,False,"{'a': 0.002, 'e': 0.002523773693927299}",25,3,29.429866823794125,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2992,False,"{'a': 0.002, 'e': 0.0025187311907234828}",30,20,18.124572195616302,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2993,False,"{'a': 0.002, 'e': 0.002513698762447788}",30,18,18.728380293192387,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2994,False,"{'a': 0.002, 'e': 0.0025086763889704926}",20,6,22.310840510378544,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2995,False,"{'a': 0.002, 'e': 0.0025036640502021}",20,12,16.333278403051267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2996,False,"{'a': 0.002, 'e': 0.0024986617260932464}",25,7,28.886683419956114,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2997,False,"{'a': 0.002, 'e': 0.002493669396634629}",20,13,11.421148958336872,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2998,False,"{'a': 0.002, 'e': 0.0024886870418569206}",25,10,24.781148091300874,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2999,False,"{'a': 0.002, 'e': 0.0024837146418307}",35,18,30.92304703461591,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3000,False,"{'a': 0.002, 'e': 0.0024787521766663585}",20,15,10.912925783800135,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3001,False,"{'a': 0.002, 'e': 0.0024737996265140286}",25,14,19.02859717562341,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3002,False,"{'a': 0.002, 'e': 0.002468856971563501}",20,10,16.439540446997235,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3003,False,"{'a': 0.002, 'e': 0.0024639241920441533}",20,13,14.504494329029008,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3004,False,"{'a': 0.002, 'e': 0.0024590012682248596}",20,11,15.203629319801433,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3005,False,"{'a': 0.002, 'e': 0.002454088180413917}",35,25,17.93777733473848,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3006,False,"{'a': 0.002, 'e': 0.0024491849089589663}",20,3,26.600652040293742,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3007,False,"{'a': 0.002, 'e': 0.002444291434246919}",25,17,17.236985057542018,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3008,False,"{'a': 0.002, 'e': 0.002439407736703868}",20,6,27.19653804068171,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3009,False,"{'a': 0.002, 'e': 0.0024345337967950163}",20,4,27.700356428205477,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3010,False,"{'a': 0.002, 'e': 0.0024296695950245953}",35,15,38.09859254060836,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3011,False,"{'a': 0.002, 'e': 0.0024248151119357964}",35,17,35.096054962667615,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3012,False,"{'a': 0.002, 'e': 0.0024199703281106784}",20,12,16.139342704025697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3013,False,"{'a': 0.002, 'e': 0.0024151352241700993}",20,11,14.63190897372211,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3014,False,"{'a': 0.002, 'e': 0.002410309780773635}",25,9,28.937479882556236,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3015,False,"{'a': 0.002, 'e': 0.0024054939786195095}",30,19,21.06684031005066,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3016,False,"{'a': 0.002, 'e': 0.002400687798444506}",20,0,29.457357815931186,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3017,False,"{'a': 0.002, 'e': 0.0023958912210238974}",20,7,21.209250393167398,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3018,False,"{'a': 0.002, 'e': 0.002391104227171365}",20,7,25.60800987890127,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3019,False,"{'a': 0.002, 'e': 0.0023863267977389316}",25,15,19.507497509362267,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3020,False,"{'a': 0.002, 'e': 0.0023815589136168707}",20,5,30.58479239808607,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3021,False,"{'a': 0.002, 'e': 0.00237680055573364}",25,0,43.36172976415897,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3022,False,"{'a': 0.002, 'e': 0.002372051705055799}",35,18,30.750489358807602,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3023,False,"{'a': 0.002, 'e': 0.002367312342587943}",20,10,19.72913553927141,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3024,False,"{'a': 0.002, 'e': 0.002362582449372614}",20,11,14.155961827491797,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3025,False,"{'a': 0.002, 'e': 0.002357862006490233}",25,12,23.41457796759271,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3026,False,"{'a': 0.002, 'e': 0.0023531509950590187}",20,12,12.522820269691229,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3027,False,"{'a': 0.002, 'e': 0.002348449396234925}",30,16,24.35707662780991,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3028,False,"{'a': 0.002, 'e': 0.002343757191211547}",20,12,14.018589286826343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3029,False,"{'a': 0.002, 'e': 0.0023390743612200595}",30,16,24.351060982941803,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3030,False,"{'a': 0.002, 'e': 0.002334400887529133}",30,16,28.06839926609463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3031,False,"{'a': 0.002, 'e': 0.0023297367514448714}",25,0,40.78660098413971,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3032,False,"{'a': 0.002, 'e': 0.002325081934310722}",30,4,39.58941481925842,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
3033,False,"{'a': 0.002, 'e': 0.00232043641750741}",20,0,24.771025575289546,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3034,False,"{'a': 0.002, 'e': 0.00231580018245286}",25,11,24.560776307688055,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3035,False,"{'a': 0.002, 'e': 0.002311173210602129}",25,8,30.18077935270019,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3036,False,"{'a': 0.002, 'e': 0.0023065554834473226}",30,21,17.835282140294893,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3037,False,"{'a': 0.002, 'e': 0.002301946982517525}",30,12,29.58987411706899,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3038,False,"{'a': 0.002, 'e': 0.0022973476893787246}",20,14,11.680025481804032,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3039,False,"{'a': 0.002, 'e': 0.0022927575856337475}",20,2,29.071366300197308,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3040,False,"{'a': 0.002, 'e': 0.0022881766529221693}",25,15,18.08108731495781,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3041,False,"{'a': 0.002, 'e': 0.002283604872920254}",30,19,21.15336020796208,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3042,False,"{'a': 0.002, 'e': 0.002279042227340873}",25,20,6.558390979761987,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3043,False,"{'a': 0.002, 'e': 0.0022744886979334422}",20,13,14.928401656789271,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3044,False,"{'a': 0.002, 'e': 0.002269944266483836}",25,9,25.83580001452279,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3045,False,"{'a': 0.002, 'e': 0.002265408914814322}",25,18,10.19713838362932,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3046,False,"{'a': 0.002, 'e': 0.002260882624783486}",25,13,22.737584578272532,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3047,False,"{'a': 0.002, 'e': 0.0022563653782861656}",25,3,36.85311377215577,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3048,False,"{'a': 0.002, 'e': 0.002251857157253367}",20,15,6.177000644461478,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3049,False,"{'a': 0.002, 'e': 0.0022473579436521995}",30,20,16.8457785777451,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3050,False,"{'a': 0.002, 'e': 0.002242867719485801}",20,8,20.359818363399583,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3051,False,"{'a': 0.002, 'e': 0.0022383864667932735}",30,20,17.72611234956272,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3052,False,"{'a': 0.002, 'e': 0.0022339141676495974}",25,3,42.26349540926827,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3053,False,"{'a': 0.002, 'e': 0.0022294508041655705}",25,11,23.377729458116956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3054,False,"{'a': 0.002, 'e': 0.0022249963584877307}",30,13,24.976729173587724,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3055,False,"{'a': 0.002, 'e': 0.002220550812798294}",20,12,16.096401001185264,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3056,False,"{'a': 0.002, 'e': 0.0022161141493150685}",30,16,28.377725437871597,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3057,False,"{'a': 0.002, 'e': 0.0022116863502913953}",35,17,32.16263233192947,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3058,False,"{'a': 0.002, 'e': 0.0022072673980160704}",20,3,29.668686253804673,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3059,False,"{'a': 0.002, 'e': 0.0022028572748132827}",35,0,46.05073034834678,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
3060,False,"{'a': 0.002, 'e': 0.0021984559630425313}",25,5,33.14809304048063,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3061,False,"{'a': 0.002, 'e': 0.002194063445098563}",20,6,22.781426846524017,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3062,False,"{'a': 0.002, 'e': 0.0021896797034112988}",30,16,21.70015869792805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3063,False,"{'a': 0.002, 'e': 0.0021853047204457698}",30,18,26.362246715415576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3064,False,"{'a': 0.002, 'e': 0.0021809384787020362}",25,14,17.82893111435241,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3065,False,"{'a': 0.002, 'e': 0.0021765809607151255}",30,10,34.57943770025789,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3066,False,"{'a': 0.002, 'e': 0.0021722321490549577}",20,10,21.018659409849924,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3067,False,"{'a': 0.002, 'e': 0.0021678920263262847}",20,7,25.900803901315296,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3068,False,"{'a': 0.002, 'e': 0.002163560575168607}",25,9,28.362588765714985,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3069,False,"{'a': 0.002, 'e': 0.002159237778256115}",20,10,15.611889488158951,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3070,False,"{'a': 0.002, 'e': 0.002154923618297613}",20,10,17.15344086983111,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3071,False,"{'a': 0.002, 'e': 0.0021506180780364596}",30,18,20.233074330637905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3072,False,"{'a': 0.002, 'e': 0.0021463211402504854}",25,15,21.468591045497636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3073,False,"{'a': 0.002, 'e': 0.0021420327877519343}",25,0,41.944716285911134,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3074,False,"{'a': 0.002, 'e': 0.0021377530033873902}",20,12,15.051327612873761,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3075,False,"{'a': 0.002, 'e': 0.002133481770037708}",20,0,33.79679831444386,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3076,False,"{'a': 0.002, 'e': 0.0021292190706179524}",20,9,19.430894259513682,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3077,False,"{'a': 0.002, 'e': 0.0021249648880773183}",20,8,15.614188273300371,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3078,False,"{'a': 0.002, 'e': 0.00212071920539907}",20,9,21.270701878314654,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3079,False,"{'a': 0.002, 'e': 0.0021164820056004687}",35,18,18.508139468960135,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
3080,False,"{'a': 0.002, 'e': 0.002112253271732714}",20,9,19.53515222075444,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3081,False,"{'a': 0.002, 'e': 0.0021080329868808623}",30,13,30.09836320994016,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3082,False,"{'a': 0.002, 'e': 0.002103821134163769}",25,10,27.073275425375826,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3083,False,"{'a': 0.002, 'e': 0.0020996176967340158}",25,9,29.435592338566636,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3084,False,"{'a': 0.002, 'e': 0.0020954226577778504}",25,18,14.585442758523781,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3085,False,"{'a': 0.002, 'e': 0.0020912360005151103}",25,13,20.662631910195834,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3086,False,"{'a': 0.002, 'e': 0.0020870577081991606}",25,16,18.118336238907897,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3087,False,"{'a': 0.002, 'e': 0.0020828877641168243}",20,7,23.854861291523264,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3088,False,"{'a': 0.002, 'e': 0.002078726151588324}",20,13,12.231516315927736,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3089,False,"{'a': 0.002, 'e': 0.002074572853967201}",20,0,32.11178474015333,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
