trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
970,False,"{'a': 0.002, 'e': 0.14370394977770293}",20,0,27.757479200424005,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
971,False,"{'a': 0.002, 'e': 0.14341682909453757}",20,1,12.789446094069543,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.002, 'e': 0.14313028207887982}",20,13,15.59819934814319,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.002, 'e': 0.14284430758454122}",20,13,15.06582893109095,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.002, 'e': 0.14255890446762343}",25,8,26.6151587165492,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.002, 'e': 0.1422740715865136}",25,1,18.87191307128948,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
976,False,"{'a': 0.002, 'e': 0.14198980780187978}",35,2,37.128354188283296,"{0: 32, 1: 1, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.002, 'e': 0.1417061119766665}",20,16,7.4729770410281455,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.002, 'e': 0.14142298297609007}",20,0,17.011976174914704,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
979,False,"{'a': 0.002, 'e': 0.1411404196676341}",25,0,27.911775923561052,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
980,False,"{'a': 0.002, 'e': 0.140858420921045}",20,8,16.80858093001504,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.002, 'e': 0.1405769856083274}",20,12,-24.378112225558848,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
982,False,"{'a': 0.002, 'e': 0.14029611260373964}",30,8,5.417612608331,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
983,False,"{'a': 0.002, 'e': 0.1400158007837894}",25,12,-24.025686054442243,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
984,False,"{'a': 0.002, 'e': 0.13973604902722894}",25,12,19.383109314989536,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.002, 'e': 0.13945685621505094}",25,16,9.830649983082672,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.002, 'e': 0.13917822123048373}",20,0,12.327187813075053,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
987,False,"{'a': 0.002, 'e': 0.138900142958987}",30,19,5.391128782079488,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
988,False,"{'a': 0.002, 'e': 0.13862262028824732}",25,11,21.84225294619668,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.002, 'e': 0.13834565210817362}",20,0,-10.609943039639969,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
990,False,"{'a': 0.002, 'e': 0.13806923731089282}",20,10,15.342923826964546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.002, 'e': 0.13779337479074535}",30,18,-1.3572692028488123,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
992,False,"{'a': 0.002, 'e': 0.13751806344428075}",25,20,9.284837113491953,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.002, 'e': 0.13724330217025332}",25,10,-64.55215651971832,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
994,False,"{'a': 0.002, 'e': 0.13696908986961753}",25,17,12.76404946515705,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.002, 'e': 0.13669542544552385}",20,7,20.195899213483745,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.002, 'e': 0.13642230780331424}",20,12,3.787256477273556,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
997,False,"{'a': 0.002, 'e': 0.1361497358505177}",25,15,5.827643244491951,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
998,False,"{'a': 0.002, 'e': 0.13587770849684613}",20,16,7.285143332458437,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.002, 'e': 0.1356062246541897}",20,16,9.463686216293581,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.002, 'e': 0.1353352832366127}",20,8,21.081290776765677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.002, 'e': 0.13506488316034906}",25,5,25.06529898341144,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.002, 'e': 0.1347950233437982}",20,2,16.51227866366039,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1003,False,"{'a': 0.002, 'e': 0.1345257027075204}",20,9,16.195679872880124,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.002, 'e': 0.13425692017423285}",20,0,29.776442457320037,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1005,False,"{'a': 0.002, 'e': 0.13398867466880493}",20,0,-40.61882294420805,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1006,False,"{'a': 0.002, 'e': 0.1337209651182544}",30,16,25.16851439441395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.002, 'e': 0.1334537904517426}",20,14,4.935017406983832,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.002, 'e': 0.1331871496005706}",35,24,-2.7511513609349105,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1009,False,"{'a': 0.002, 'e': 0.13292104149817452}",30,20,18.142747072409325,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.002, 'e': 0.13265546508012172}",20,8,9.118851800178849,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1011,False,"{'a': 0.002, 'e': 0.13239041928410605}",25,13,10.727151988016915,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1012,False,"{'a': 0.002, 'e': 0.1321259030499441}",25,10,-27.5518844374464,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1013,False,"{'a': 0.002, 'e': 0.13186191531957048}",20,10,9.169306056548294,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.002, 'e': 0.131598455037034}",20,16,5.284979765121233,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.002, 'e': 0.13133552114849303}",20,7,8.98495064364305,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1016,False,"{'a': 0.002, 'e': 0.13107311260221188}",20,0,29.265544969237517,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1017,False,"{'a': 0.002, 'e': 0.13081122834855582}",25,13,21.305150602988423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.002, 'e': 0.13054986733998764}",20,4,22.810285934386016,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.002, 'e': 0.13028902853106283}",20,6,20.29760801544792,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.002, 'e': 0.1300287108784259}",20,9,17.885288303544833,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.002, 'e': 0.1297689133408058}",20,12,0.08744665232842275,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1022,False,"{'a': 0.002, 'e': 0.12950963487901218}",30,12,19.026303549690283,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1023,False,"{'a': 0.002, 'e': 0.12925087445593067}",25,13,18.789343751357155,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.002, 'e': 0.1289926310365194}",20,10,8.381904833128132,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1025,False,"{'a': 0.002, 'e': 0.12873490358780423}",25,13,19.074194354644185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.002, 'e': 0.12847769107887502}",30,23,16.07006102785898,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.002, 'e': 0.1282209924808815}",20,12,-24.32731224737649,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1028,False,"{'a': 0.002, 'e': 0.1279648067670288}",20,5,-14.826698637638524,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1029,False,"{'a': 0.002, 'e': 0.12770913291257383}",30,20,15.99290903305469,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.002, 'e': 0.12745396989482075}",20,10,21.718363433641652,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.002, 'e': 0.1271993166931172}",20,11,15.881180519393295,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.002, 'e': 0.12694517228885002}",30,13,17.91836477592205,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1033,False,"{'a': 0.002, 'e': 0.1266915356654413}",30,18,15.68478312176624,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.002, 'e': 0.1264384058083441}",25,3,26.28633536988631,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.002, 'e': 0.12618578170503877}",20,16,9.273770482076593,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.002, 'e': 0.12593366234502845}",30,16,21.364439525722883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.002, 'e': 0.1256820467198355}",25,0,26.82375901810647,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1038,False,"{'a': 0.002, 'e': 0.12543093382299692}",20,9,16.760615991108217,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.002, 'e': 0.12518032265006093}",30,12,21.46103820427746,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1040,False,"{'a': 0.002, 'e': 0.12493021219858241}",25,16,-22.77528222923664,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1041,False,"{'a': 0.002, 'e': 0.12468060146811931}",30,0,33.75805085688145,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
1042,False,"{'a': 0.002, 'e': 0.12443148946022826}",25,0,7.445082662484163,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1043,False,"{'a': 0.002, 'e': 0.12418287517846102}",25,0,34.51707814044339,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1044,False,"{'a': 0.002, 'e': 0.12393475762836002}",25,19,10.62173420344445,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.002, 'e': 0.12368713581745483}",35,14,19.338935929874104,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1046,False,"{'a': 0.002, 'e': 0.12344000875525778}",20,6,-18.562147064270718,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1047,False,"{'a': 0.002, 'e': 0.12319337545326038}",30,14,26.881758761749705,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.002, 'e': 0.122947234924929}",20,11,15.178185214316624,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.002, 'e': 0.1227015861857013}",25,0,3.8496940846405963,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1050,False,"{'a': 0.002, 'e': 0.1224564282529819}",30,17,23.707154117342427,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.002, 'e': 0.12221176014613884}",20,0,5.258187248963447,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1052,False,"{'a': 0.002, 'e': 0.12196758088649925}",25,15,19.475810478959723,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.002, 'e': 0.12172388949734589}",20,0,-23.733779492641,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1054,False,"{'a': 0.002, 'e': 0.12148068500391276}",30,20,19.799651173956747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.002, 'e': 0.12123796643338168}",20,13,11.78096370928598,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.002, 'e': 0.12099573281487792}",20,11,16.876519822220885,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.002, 'e': 0.12075398317946681}",20,9,14.486310220447933,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.002, 'e': 0.12051271656014938}",20,0,-12.227346834268989,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1059,False,"{'a': 0.002, 'e': 0.12027193199185891}",25,0,32.404901153103815,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1060,False,"{'a': 0.002, 'e': 0.12003162851145673}",20,10,-24.879160669056336,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1061,False,"{'a': 0.002, 'e': 0.11979180515772868}",30,0,-33.032676681716104,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
1062,False,"{'a': 0.002, 'e': 0.11955246097138093}",20,5,13.575119483875763,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1063,False,"{'a': 0.002, 'e': 0.11931359499503652}",25,7,30.265981718837057,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1064,False,"{'a': 0.002, 'e': 0.11907520627323114}",20,14,11.661842373310487,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.002, 'e': 0.11883729385240965}",25,0,14.622192538617448,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1066,False,"{'a': 0.002, 'e': 0.11859985678092198}",25,13,18.298187533395776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.002, 'e': 0.11836289410901962}",20,10,14.56551302289774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.002, 'e': 0.11812640488885146}",25,4,25.771884891858544,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
1069,False,"{'a': 0.002, 'e': 0.1178903881744604}",20,13,17.0216317137886,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.002, 'e': 0.11765484302177918}",30,21,16.59649421352262,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.002, 'e': 0.11741976848862698}",35,24,19.229363715885363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.002, 'e': 0.11718516363470523}",20,3,23.41659011860241,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.002, 'e': 0.11695102752159432}",20,0,25.297363065300576,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1074,False,"{'a': 0.002, 'e': 0.11671735921274938}",20,12,3.556924528441308,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1075,False,"{'a': 0.002, 'e': 0.11648415777349697}",20,5,12.350105580289412,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.002, 'e': 0.11625142227103091}",30,19,18.846752222312052,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.002, 'e': 0.116019151774409}",25,11,25.007797645618766,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.002, 'e': 0.1157873453545488}",25,18,11.2754859164907,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.002, 'e': 0.11555600208422448}",20,3,-17.935391737364768,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1080,False,"{'a': 0.002, 'e': 0.11532512103806251}",30,16,25.97147113873926,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.002, 'e': 0.11509470129253851}",25,12,-19.078318159738597,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1082,False,"{'a': 0.002, 'e': 0.11486474192597308}",25,7,32.46087024362002,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.002, 'e': 0.11463524201852858}",20,14,12.052436734293124,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.002, 'e': 0.11440620065220493}",20,12,1.371041788603663,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1085,False,"{'a': 0.002, 'e': 0.1141776169108365}",20,5,2.605415162640064,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1086,False,"{'a': 0.002, 'e': 0.11394948988008788}",25,13,22.217996800856977,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.002, 'e': 0.11372181864745078}",25,17,14.496593873832289,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.002, 'e': 0.11349460230223983}",25,13,22.305983352932113,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.002, 'e': 0.11326783993558948}",25,14,17.95503803551908,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.002, 'e': 0.11304153064044985}",20,11,4.845922271156384,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1091,False,"{'a': 0.002, 'e': 0.11281567351158354}",25,7,-2.0359025326704465,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1092,False,"{'a': 0.002, 'e': 0.11259026764556165}",20,9,19.853739245698108,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.002, 'e': 0.11236531214076052}",20,14,10.447480054378513,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.002, 'e': 0.11214080609735771}",25,12,23.641018509014174,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.002, 'e': 0.11191674861732888}",20,2,25.38767568316752,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.002, 'e': 0.11169313880444368}",25,17,15.536690789709324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.002, 'e': 0.11146997576426268}",20,5,26.060656582101192,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.002, 'e': 0.1112472586041333}",20,12,14.089519078811955,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.002, 'e': 0.11102498643318673}",25,19,10.905589097872308,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.002, 'e': 0.11080315836233387}",20,10,18.605992313676197,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.002, 'e': 0.11058177350426224}",25,3,-4.488745393701416,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1102,False,"{'a': 0.002, 'e': 0.11036083097343202}",30,11,-7.631733437546542,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
1103,False,"{'a': 0.002, 'e': 0.1101403298860729}",25,0,25.379661774058793,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1104,False,"{'a': 0.002, 'e': 0.10992026936018012}",25,19,12.993658688079858,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.002, 'e': 0.10970064851551141}",25,9,12.29960194873277,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1106,False,"{'a': 0.002, 'e': 0.10948146647358296}",20,0,22.89562900325195,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.002, 'e': 0.10926272235766643}",20,0,24.42963147495533,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1108,False,"{'a': 0.002, 'e': 0.10904441529278498}",20,3,12.470818230949028,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1109,False,"{'a': 0.002, 'e': 0.10882654440571013}",25,7,20.341138006587666,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1110,False,"{'a': 0.002, 'e': 0.10860910882495796}",30,8,25.705113551076142,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1111,False,"{'a': 0.002, 'e': 0.10839210768078596}",25,12,23.104446480984166,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.002, 'e': 0.10817554010518914}",20,8,11.246556545436107,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1113,False,"{'a': 0.002, 'e': 0.10795940523189702}",30,9,26.04904758478866,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.002, 'e': 0.10774370219636975}",20,16,8.168180084943746,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.002, 'e': 0.10752843013579495}",25,15,9.241691610279245,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1116,False,"{'a': 0.002, 'e': 0.10731358818908403}",25,17,3.1170385248634727,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1117,False,"{'a': 0.002, 'e': 0.107099175496869}",20,13,10.806003380188024,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.002, 'e': 0.1068851912014987}",35,5,4.515306334118271,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
1119,False,"{'a': 0.002, 'e': 0.10667163444703576}",25,4,25.516024907620775,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.002, 'e': 0.1064585043792528}",20,0,18.596863910201538,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1121,False,"{'a': 0.002, 'e': 0.10624580014562934}",20,6,25.332539398770628,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.002, 'e': 0.1060335208953481}",20,5,19.137652743978382,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.002, 'e': 0.10582166577929185}",20,12,3.0592729562437393,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1124,False,"{'a': 0.002, 'e': 0.10561023395003975}",25,8,16.816200004940306,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1125,False,"{'a': 0.002, 'e': 0.10539922456186433}",25,0,22.848758878598108,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1126,False,"{'a': 0.002, 'e': 0.10518863677072765}",20,14,12.5137022510571,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.002, 'e': 0.10497846973427834}",20,6,8.315068661574214,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1128,False,"{'a': 0.002, 'e': 0.10476872261184789}",20,16,5.702401037378725,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.002, 'e': 0.10455939456444763}",35,9,34.7171725336236,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
1130,False,"{'a': 0.002, 'e': 0.104350484754765}",20,3,9.909451739849139,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1131,False,"{'a': 0.002, 'e': 0.10414199234716055}",30,21,17.876960722442195,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.002, 'e': 0.10393391650766431}",20,8,20.97056648904086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.002, 'e': 0.10372625640397273}",30,5,6.617213915432247,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",1
1134,False,"{'a': 0.002, 'e': 0.10351901120544502}",25,15,5.112177553780582,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.002, 'e': 0.1033121800831002}",25,8,11.901933404382543,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1136,False,"{'a': 0.002, 'e': 0.10310576220961341}",20,0,-52.52497851089318,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
1137,False,"{'a': 0.002, 'e': 0.102899756759313}",25,14,9.570456508926409,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1138,False,"{'a': 0.002, 'e': 0.10269416290817676}",20,9,13.505929435298718,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.002, 'e': 0.10248897983382912}",25,18,15.955564726863695,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.002, 'e': 0.10228420671553744}",30,10,-11.116080765277612,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
1141,False,"{'a': 0.002, 'e': 0.10207984273420903}",20,3,10.02254009042851,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1142,False,"{'a': 0.002, 'e': 0.10187588707238764}",30,11,20.593351516699194,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1143,False,"{'a': 0.002, 'e': 0.1016723389142504}",30,8,36.859934248727775,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.002, 'e': 0.10146919744560434}",25,10,11.349055399973832,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1145,False,"{'a': 0.002, 'e': 0.1012664618538834}",25,0,37.61921871192242,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1146,False,"{'a': 0.002, 'e': 0.10106413132814486}",25,9,30.887408771264766,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.002, 'e': 0.10086220505906641}",20,14,1.8753331798123405,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.002, 'e': 0.10066068223894266}",20,7,8.999355052838997,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1149,False,"{'a': 0.002, 'e': 0.1004595620616821}",20,0,-4.720520616364309,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1150,False,"{'a': 0.002, 'e': 0.1002588437228037}",25,8,32.437670091898596,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.002, 'e': 0.10005852641943393}",20,0,-38.22658069177309,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1152,False,"{'a': 0.002, 'e': 0.09985860935030318}",20,6,-20.88465422339832,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
